,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
25,26,Báo cáo tài chính Mẹ - Quý 3/ 2022,Ngân hàng TMCP An Bình,BCTC Quý 3/2022 - Riêng lẻ,20/10/2022 14:55:17,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý 3/ 2022,./crawl_table/ABB/NO_NAME_20_10_2022 14_55_17
26,27,Báo cáo tài chính Mẹ - Bán niên,Ngân hàng TMCP An Bình,BCTC bán niên - Riêng lẻ,22/08/2022 11:34:46,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Bán niên,./crawl_table/ABB/NO_NAME_22_08_2022 11_34_46
27,28,Báo cáo tài chính Hợp nhất - Bán niên,Ngân hàng TMCP An Bình,BCTC bán niên Hợp nhất,03/08/2022 09:40:40,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Bán niên,./crawl_table/ABB/NO_NAME_03_08_2022 09_40_40
28,29,Báo cáo tài chính Hợp nhất - Quý,Ngân hàng TMCP An Bình,BCTC Hợp nhất Quý 2/2022,19/07/2022 20:02:10,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/ABB/NO_NAME_19_07_2022 20_02_10
29,30,Báo cáo tài chính Mẹ - Quý,Ngân hàng TMCP An Bình,BCTC Riêng lẻ Quý 2/2022,19/07/2022 19:54:20,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý,./crawl_table/ABB/NO_NAME_19_07_2022 19_54_20
30,31,Báo cáo tài chính Hợp nhất - Quý,Ngân hàng TMCP An Bình,BCTC Hợp nhất Quý I/2022,20/04/2022 15:35:10,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/ABB/NO_NAME_20_04_2022 15_35_10
31,32,Báo cáo tài chính Mẹ - Quý,Ngân hàng TMCP An Bình,BCTC Riêng lẻ Quý I/2022,20/04/2022 15:29:53,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý,./crawl_table/ABB/NO_NAME_20_04_2022 15_29_53
32,33,Báo cáo tài chính Hợp nhất - Năm,Ngân hàng TMCP An Bình,BAO CAO TAI CHINH 2021 HOP NHAT,30/03/2022 11:14:07,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Năm,./crawl_table/ABB/NO_NAME_30_03_2022 11_14_07
33,34,Báo cáo tài chính Mẹ - Năm,Ngân hàng TMCP An Bình,BAO CAO TAI CHINH 2021 RIENG LE,30/03/2022 11:10:20,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Năm,./crawl_table/ABB/NO_NAME_30_03_2022 11_10_20
34,35,Báo cáo tài chính Mẹ - Quý,Ngân hàng TMCP An Bình,BCTC RIENG LE Q4-2021,20/01/2022 15:56:25,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý,./crawl_table/ABB/NO_NAME_20_01_2022 15_56_25
35,36,Báo cáo tài chính Hợp nhất - Quý,Ngân hàng TMCP An Bình,BCTC HOP NHAT Q4-2021,20/01/2022 15:51:17,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/ABB/NO_NAME_20_01_2022 15_51_17
36,37,Báo cáo tài chính hợp nhất quý 3/ năm 2021,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất quý 3/2021,20/10/2021 16:06:52,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất quý 3/ năm 2021,./crawl_table/ABB/NO_NAME_20_10_2021 16_06_52
37,38,Báo cáo tài chính Mẹ - Quý 3/ 2021,Ngân hàng TMCP An Bình,Báo cáo tài chính riêng lẻ quý 3/2021,20/10/2021 16:01:45,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý 3/ 2021,./crawl_table/ABB/NO_NAME_20_10_2021 16_01_45
38,39,Báo cáo tài chính Mẹ - Bán niên năm 2021,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ Bán niên 2021,20/08/2021 14:41:43,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Bán niên năm 2021,./crawl_table/ABB/NO_NAME_20_08_2021 14_41_43
39,40,Báo cáo tài chính Hợp nhất - Bán niên,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất bán niên 2021,19/08/2021 18:22:13,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Bán niên,./crawl_table/ABB/NO_NAME_19_08_2021 18_22_13
40,41,Báo cáo tài chính hợp nhất quý 2/ năm 2021,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất Quý II 2021,21/07/2021 10:34:52,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất quý 2/ năm 2021,./crawl_table/ABB/NO_NAME_21_07_2021 10_34_52
41,42,Báo cáo tài chính Mẹ - Quý 2/ 2021,Ngân hàng TMCP An Bình,Báo cáo tài chính riêng lẻ Quý 2 2021,08/06/2021 18:51:52,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý 2/ 2021,./crawl_table/ABB/NO_NAME_08_06_2021 18_51_52
42,43,Báo cáo tài chính Hợp nhất - Quý,Ngân hàng TMCP An Bình,BCTC Quý I/2021 Hợp nhất,07/05/2021 15:42:57,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/ABB/NO_NAME_07_05_2021 15_42_57
43,44,Báo cáo tài chính Mẹ - Quý,Ngân hàng TMCP An Bình,BCTC Quý I/2021 Riêng lẻ,07/05/2021 15:38:16,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Quý,./crawl_table/ABB/NO_NAME_07_05_2021 15_38_16
44,45,Đính chính Báo cáo tài chính Mẹ - Năm,Ngân hàng TMCP An Bình,BCTC Riêng lẻ 2020,07/05/2021 09:50:05,0301412222,Ngân hàng TMCP An Bình,Đính chính Báo cáo tài chính Mẹ - Năm,./crawl_table/ABB/NO_NAME_07_05_2021 09_50_05
45,46,Đính chính Báo cáo tài chính Hợp nhất - Năm,Ngân hàng TMCP An Bình,BCTC Hợp nhất 2020,06/05/2021 18:40:04,0301412222,Ngân hàng TMCP An Bình,Đính chính Báo cáo tài chính Hợp nhất - Năm,./crawl_table/ABB/NO_NAME_06_05_2021 18_40_04
46,47,Báo cáo tài chính Mẹ - Năm,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng lẻ 2020,06/04/2021 16:38:41,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Mẹ - Năm,./crawl_table/ABB/NO_NAME_06_04_2021 16_38_41
47,48,Báo cáo tài chính Hợp nhất - Năm,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất 2020,06/04/2021 16:30:05,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Năm,./crawl_table/ABB/NO_NAME_06_04_2021 16_30_05
48,49,Báo cáo tài chính hợp nhất quý 4/ năm 2020,Ngân hàng TMCP An Bình,BCTC Hợp nhất Quý 4/2020,01/02/2021 16:39:30,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất quý 4/ năm 2020,./crawl_table/ABB/NO_NAME_01_02_2021 16_39_30
49,50,Báo cáo tài chính quý 4/ năm 2020,Ngân hàng TMCP An Bình,BCTC riêng lẻ Quý 4/2020,01/02/2021 10:36:03,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính quý 4/ năm 2020,./crawl_table/ABB/NO_NAME_01_02_2021 10_36_03
50,51,Báo cáo tài chính Hợp nhất quý III/ 2020,Ngân hàng TMCP An Bình,BCTC-HN-Q3-2020,22/10/2020 17:48:50,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý III/ 2020,./crawl_table/ABB/NO_NAME_22_10_2020 17_48_50
51,52,Báo cáo tài chính Riêng quý III/ 2020,Ngân hàng TMCP An Bình,BCTC-RL-Q3-2020,22/10/2020 17:46:30,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý III/ 2020,./crawl_table/ABB/NO_NAME_22_10_2020 17_46_30
52,53,Báo cáo tài chính Hợp nhất bán niên 2020,Ngân hàng TMCP An Bình,BCTC BAN NIEN 2020-KTSX-HN,26/08/2020 18:11:01,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất bán niên 2020,./crawl_table/ABB/NO_NAME_26_08_2020 18_11_01
53,54,Báo cáo tài chính Riêng bán niên 2020,Ngân hàng TMCP An Bình,BCTC BAN NIEN 2020-KTSX-RIENG LE,17/08/2020 17:58:49,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng bán niên 2020,./crawl_table/ABB/NO_NAME_17_08_2020 17_58_49
54,55,Báo cáo tài chính Hợp nhất quý II/ 2020,Ngân hàng TMCP An Bình,BCTC-HN-Q2-2020,31/07/2020 12:13:16,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý II/ 2020,./crawl_table/ABB/NO_NAME_31_07_2020 12_13_16
55,56,Báo cáo tài chính Riêng quý II/ 2020,Ngân hàng TMCP An Bình,BCTC-RL-Q2-2020,31/07/2020 12:11:14,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý II/ 2020,./crawl_table/ABB/NO_NAME_31_07_2020 12_11_14
56,57,Báo cáo tài chính Hợp nhất năm 2019,Ngân hàng TMCP An Bình,BCTC 2019 Hợp nhất,28/05/2020 10:14:42,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất năm 2019,./crawl_table/ABB/NO_NAME_28_05_2020 10_14_42
57,58,Báo cáo tài chính Riêng năm 2019,Ngân hàng TMCP An Bình,BCTC 2019 Riêng lẻ,28/05/2020 10:02:06,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng năm 2019,./crawl_table/ABB/NO_NAME_28_05_2020 10_02_06
58,59,Báo cáo tài chính Hợp nhất quý I/ 2020,Ngân hàng TMCP An Bình,BCTC hợp nhất Quý I.2020,04/05/2020 13:36:54,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý I/ 2020,./crawl_table/ABB/NO_NAME_04_05_2020 13_36_54
59,60,Báo cáo tài chính Riêng quý I/ 2020,Ngân hàng TMCP An Bình,BCTC riêng lẻ Quý I.2020,04/05/2020 13:29:48,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý I/ 2020,./crawl_table/ABB/NO_NAME_04_05_2020 13_29_48
60,61,Báo cáo tài chính Hợp nhất quý I/ 2019,Ngân hàng TMCP An Bình,BCTC Quý I - 2019 Hợp nhất,03/03/2020 11:02:29,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý I/ 2019,./crawl_table/ABB/NO_NAME_03_03_2020 11_02_29
61,62,Báo cáo tài chính Riêng quý I/ 2019,Ngân hàng TMCP An Bình,BCTC Quý I - 2019 Riêng lẻ,03/03/2020 10:29:22,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý I/ 2019,./crawl_table/ABB/NO_NAME_03_03_2020 10_29_22
62,63,Báo cáo tài chính Hợp nhất quý IV/ 2019,Ngân hàng TMCP An Bình,BCTC 2019 Quý 4 Hợp nhất,20/01/2020 15:19:50,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý IV/ 2019,./crawl_table/ABB/NO_NAME_20_01_2020 15_19_50
63,64,Báo cáo tài chính Riêng quý IV/ 2019,Ngân hàng TMCP An Bình,BCTC 2019 Quý 4 Riêng lẻ,20/01/2020 15:11:23,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý IV/ 2019,./crawl_table/ABB/NO_NAME_20_01_2020 15_11_23
64,65,Báo cáo tài chính Hợp nhất quý III/ 2019,Ngân hàng TMCP An Bình,BCTC Quý III/2019 Hợp nhất,18/10/2019 17:23:28,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý III/ 2019,./crawl_table/ABB/NO_NAME_18_10_2019 17_23_28
65,66,Báo cáo tài chính Riêng quý III/ 2019,Ngân hàng TMCP An Bình,BCTC Quý III/2019 Riêng lẻ,18/10/2019 17:20:12,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý III/ 2019,./crawl_table/ABB/NO_NAME_18_10_2019 17_20_12
66,67,Báo cáo tài chính Hợp nhất bán niên 2019,Ngân hàng TMCP An Bình,BCTC Bán niên 2019 - Hợp nhất,31/08/2019 21:05:31,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất bán niên 2019,./crawl_table/ABB/NO_NAME_31_08_2019 21_05_31
67,68,Báo cáo tài chính Riêng bán niên 2019,Ngân hàng TMCP An Bình,BCTC Bán niên 2019 - Riêng lẻ,31/08/2019 21:00:02,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng bán niên 2019,./crawl_table/ABB/NO_NAME_31_08_2019 21_00_02
68,69,Báo cáo tài chính Hợp nhất quý II/ 2019,Ngân hàng TMCP An Bình,BCTC Quý II/2019 Hợp nhất,22/07/2019 17:12:46,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý II/ 2019,./crawl_table/ABB/NO_NAME_22_07_2019 17_12_46
69,70,Báo cáo tài chính Riêng quý II/ 2019,Ngân hàng TMCP An Bình,BCTC Quý II/2019 Riêng lẻ,22/07/2019 17:05:01,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý II/ 2019,./crawl_table/ABB/NO_NAME_22_07_2019 17_05_01
70,71,Báo cáo tài chính Hợp nhất năm 2018,Ngân hàng TMCP An Bình,BCTC 2018 _ Hợp nhất _ Kiểm toán,01/04/2019 10:01:58,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất năm 2018,./crawl_table/ABB/NO_NAME_01_04_2019 10_01_58
71,72,Báo cáo tài chính Riêng năm 2018,Ngân hàng TMCP An Bình,BCTC 2018 _ Riêng lẻ _ Kiểm toán,01/04/2019 09:54:06,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng năm 2018,./crawl_table/ABB/NO_NAME_01_04_2019 09_54_06
72,73,Báo cáo tài chính Hợp nhất quý IV/ 2018,Ngân hàng TMCP An Bình,BCTC Quý 4 2018 - Hợp nhất,23/01/2019 13:50:15,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý IV/ 2018,./crawl_table/ABB/NO_NAME_23_01_2019 13_50_15
73,74,Báo cáo tài chính Riêng quý IV/ 2018,Ngân hàng TMCP An Bình,BCTC Quý 4 2018 - Riêng lẻ,23/01/2019 10:40:37,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý IV/ 2018,./crawl_table/ABB/NO_NAME_23_01_2019 10_40_37
74,75,Báo cáo tài chính Hợp nhất quý III/ 2018,Ngân hàng TMCP An Bình,BCTC hợp nhất_Quý 3/2018,19/10/2018 16:48:50,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý III/ 2018,./crawl_table/ABB/NO_NAME_19_10_2018 16_48_50
75,76,Báo cáo tài chính Riêng quý III/ 2018,Ngân hàng TMCP An Bình,BCTC riêng lẻ_Quý 3/2018,19/10/2018 16:47:26,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý III/ 2018,./crawl_table/ABB/NO_NAME_19_10_2018 16_47_26
76,77,Báo cáo tài chính Riêng quý IV/ 2016,Ngân hàng TMCP An Bình,BCTC Quý 4/2016_Riêng lẻ,31/08/2018 19:18:39,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý IV/ 2016,./crawl_table/ABB/NO_NAME_31_08_2018 19_18_39
77,78,Báo cáo tài chính Hợp nhất quý III/ 2016,Ngân hàng TMCP An Bình,BCTC Quý 3/2016_Hợp nhất,31/08/2018 19:11:10,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý III/ 2016,./crawl_table/ABB/NO_NAME_31_08_2018 19_11_10
78,79,Báo cáo tài chính Riêng quý III/ 2016,Ngân hàng TMCP An Bình,BCTC Quý 3/2016_Riêng lẻ,31/08/2018 19:03:07,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý III/ 2016,./crawl_table/ABB/NO_NAME_31_08_2018 19_03_07
79,80,Báo cáo tài chính Hợp nhất bán niên 2016,Ngân hàng TMCP An Bình,BCTC bán niên 2016_Hợp nhất_Kiểm toán,31/08/2018 18:56:30,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất bán niên 2016,./crawl_table/ABB/NO_NAME_31_08_2018 18_56_30
80,81,Báo cáo tài chính Riêng năm 2017,Ngân hàng TMCP An Bình,BCTC năm 2017_Riêng lẻ_Kiểm toán,31/08/2018 18:44:15,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng năm 2017,./crawl_table/ABB/NO_NAME_31_08_2018 18_44_15
81,82,Báo cáo tài chính Hợp nhất bán niên 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính - Bán niên 2018 - Hợp nhất - Đã kiểm toán,15/08/2018 18:23:36,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất bán niên 2018,./crawl_table/ABB/NO_NAME_15_08_2018 18_23_36
82,83,Báo cáo tài chính Riêng bán niên 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính - Bán niên 2018 - Riêng lẻ - Đã kiểm toán,15/08/2018 17:58:19,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng bán niên 2018,./crawl_table/ABB/NO_NAME_15_08_2018 17_58_19
83,84,Báo cáo tài chính Hợp nhất quý II/ 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất - Quý II/2018,14/08/2018 17:28:11,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý II/ 2018,./crawl_table/ABB/NO_NAME_14_08_2018 17_28_11
84,85,Báo cáo tài chính Riêng quý II/ 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng - Quý II/2018,14/08/2018 11:51:51,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý II/ 2018,./crawl_table/ABB/NO_NAME_14_08_2018 11_51_51
85,86,Báo cáo tài chính Hợp nhất quý IV/ 2017,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất năm 2017 - Quý IV,26/04/2018 14:02:07,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý IV/ 2017,./crawl_table/ABB/NO_NAME_26_04_2018 14_02_07
86,87,Báo cáo tài chính Hợp nhất quý I/ 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất năm 2018 - Quý I,26/04/2018 11:34:37,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất quý I/ 2018,./crawl_table/ABB/NO_NAME_26_04_2018 11_34_37
87,88,Báo cáo tài chính Riêng quý I/ 2018,Ngân hàng TMCP An Bình,Báo cáo tài chính riêng lẻ năm 2018 - Quý I,26/04/2018 10:20:32,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý I/ 2018,./crawl_table/ABB/NO_NAME_26_04_2018 10_20_32
88,89,Báo cáo tài chính Riêng quý IV/ 2017,Ngân hàng TMCP An Bình,Báo cáo tài chính riêng lẻ Quý IV năm 2017 - Ngân hàng TMCP An Bình,19/01/2018 17:07:20,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Riêng quý IV/ 2017,./crawl_table/ABB/NO_NAME_19_01_2018 17_07_20
89,90,Báo cáo tài chính Hợp nhất bán niên 2017,Ngân hàng TMCP An Bình,Báo cáo tài chính hợp nhất Quý II.2017,01/09/2017 17:13:06,0301412222,Ngân hàng TMCP An Bình,Báo cáo tài chính Hợp nhất bán niên 2017,./crawl_table/ABB/NO_NAME_01_09_2017 17_13_06
