Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"2,980,904,735,797","2,519,351,620,453","9,138,093,860,419","8,183,427,212,790"
2. Các khoản giảm trừ doanh thu,02,,"6,154,203,721","12,957,603,768","16,105,976,847","18,762,266,167"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"2,974,750,532,076","2,506,394,016,685","9,121,987,883,572","8,164,664,946,623"
4. Giá vốn hàng bán,11,,"2,450,582,038,374","2,215,615,651,099","8,231,288,755,393","7,584,295,998,204"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"524,168,493,702","290,778,365,586","890,699,128,179","580,368,948,419"
6. Doanh thu hoạt động tài chính,21,,"65,032,563,112","348,204,019,089","642,534,201,083","811,379,227,459"
7. Chi phí tài chính,22,,"227,217,197,459","168,417,269,743","645,776,427,822","594,392,582,827"
- Trong đó: Chi phí lãi vay,23,,"140,922,218,940","157,205,779,065","456,984,943,106","524,056,335,096"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"4,608,285,095","3,987,920,180","-1,604,907,787","6,286,942,730"
9. Chi phí bán hàng,25,,"145,365,453,393","94,567,045,631","338,471,016,078","274,073,682,135"
10. Chi phí quản lý doanh nghiệp,26,,"115,424,136,679","103,446,905,621","331,009,903,296","288,986,638,104"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"105,802,554,378","276,539,083,860","216,371,074,279","240,582,215,542"
12. Thu nhập khác,31,,"8,294,063,255","30,224,679,491","28,372,669,337","153,749,530,021"
13. Chi phí khác,32,,"2,566,452,823","20,345,312,575","15,571,276,834","44,054,055,970"
14. Lợi nhuận khác(40=31-32),40,,"5,727,610,432","9,879,366,916","12,801,392,503","109,695,474,051"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"111,530,164,810","286,418,450,776","229,172,466,782","350,277,689,593"
16. Chi phí thuế TNDN hiện hành,51,,"16,320,908,582","774,731,711","80,662,786,294","71,679,027,028"
17. Chi phí thuế TNDN hoãn lại,52,,"-664,384,006","1,496,274,110","1,122,170,544","-7,629,011,855"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"95,873,640,234","284,147,444,955","147,387,509,944","286,227,674,420"
19. Lợi nhuận sau thuế công ty mẹ,61,,"73,489,314,605","288,995,944,456","131,164,445,249","293,199,640,999"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"22,384,325,629","-4,848,499,501","16,223,064,695","-6,971,966,579"
21. Lãi cơ bản trên cổ phiếu(*),70,,"32,806","4,645","1,918","33,681"
22. Lãi suy giảm trên cổ phiếu (*),71,,"31,879","4,645","18,782","33,681"
