Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"5,664,075,592,337","5,484,366,912,773",,
2. Các khoản giảm trừ doanh thu,02,,"5,804,662,399","15,797,560,780",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"5,658,270,929,938","5,468,569,351,993",,
4. Giá vốn hàng bán,11,,"5,368,680,347,107","4,860,338,890,191",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"289,590,582,831","608,230,461,802",,
6. Doanh thu hoạt động tài chính,21,,"463,175,208,370","433,951,276,222",,
7. Chi phí tài chính,22,,"425,975,313,084","423,949,942,517",,
- Trong đó: Chi phí lãi vay,23,,"349,085,558,661","384,025,508,605",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,"2,299,022,550","57,633,908,456",,
9. Chi phí bán hàng,25,,"179,506,636,503","149,857,480,156",,
10. Chi phí quản lý doanh nghiệp,26,,"185,539,732,479","217,227,665,853",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"-35,956,868,315","308,780,557,954",,
12. Thu nhập khác,31,,"123,524,850,531","33,561,847,972",,
13. Chi phí khác,32,,"23,708,743,396","15,007,355,853",,
14. Lợi nhuận khác(40=31-32),40,,"99,816,107,135","18,554,492,119",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"63,859,238,820","327,335,050,073",,
16. Chi phí thuế TNDN hiện hành,51,,"70,904,295,317","70,804,665,431",,
17. Chi phí thuế TNDN hoãn lại,52,,"-9,125,285,965","-2,608,723,815",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"2,080,229,468","259,139,108,457",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"4,203,696,543","254,945,077,999",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-2,123,467,075","4,194,030,458",,
21. Lãi cơ bản trên cổ phiếu(*),70,,7,448,,
22. Lãi suy giảm trên cổ phiếu (*),71,,6,420,,
