,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
36,37,Báo cáo tài chính hợp nhất quý 1/ năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo Cáo Tài Chính Hợp Nhất Quý 1 ND2122,30/10/2021 11:39:47,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 1/ năm 2022,./crawl_table/SBT/Báo Cáo Tài Chính Hợp Nhất Quý 1 ND2122_30_10_2021 11_39_47
37,38,Đính chính Báo cáo tài chính hợp nhất năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất niên độ 2020-2021 đã soát xét,30/09/2021 15:45:26,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Đính chính Báo cáo tài chính hợp nhất năm 2021,./crawl_table/SBT/Đính chính Báo cáo tài chính hợp nhất năm 2021_30_09_2021 15_45_26
38,39,Đính chính Báo cáo tài chính Mẹ - Năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Niên Độ 2020-2021,30/09/2021 15:16:21,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Đính chính Báo cáo tài chính Mẹ - Năm 2021,./crawl_table/SBT/Báo cáo tài chính riêng Niên Độ 2020-2021_30_09_2021 15_16_21
39,40,Báo cáo tài chính Mẹ - Năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Niên Độ 2020-2021,29/09/2021 23:39:22,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Năm 2021,./crawl_table/SBT/Báo cáo tài chính riêng Niên Độ 2020-2021_29_09_2021 23_39_22
40,41,Báo cáo tài chính hợp nhất năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất niên độ 2020-2021 đã soát xét,29/09/2021 23:24:45,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất năm 2021,./crawl_table/SBT/Báo cáo tài chính hợp nhất năm 2021_29_09_2021 23_24_45
41,42,Báo cáo tài chính hợp nhất quý 4/ năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhấp Q4 ND 2021,30/07/2021 23:59:17,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 4/ năm 2021,./crawl_table/SBT/Báo cáo tài chính hợp nhấp Q4 ND 2021_30_07_2021 23_59_17
42,43,Báo cáo tài chính Mẹ - Quý 4/ 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo Tài chính Q4 ND 2021,30/07/2021 23:34:26,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 4/ 2021,./crawl_table/SBT/Báo cáo Tài chính Q4 ND 2021_30_07_2021 23_34_26
43,44,Báo cáo tài chính hợp nhất quý 3/ năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo Tài Chính Hợp Nhất Q3 ND 2020-2021,30/04/2021 16:41:50,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 3/ năm 2021,./crawl_table/SBT/Báo cáo Tài Chính Hợp Nhất Q3 ND 2020-2021_30_04_2021 16_41_50
44,45,Báo cáo tài chính Mẹ - Quý 3/ 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo Cáo Tài Chính Bán Niên 2020-2021,30/04/2021 15:41:13,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3/ 2021,./crawl_table/SBT/Báo Cáo Tài Chính Bán Niên 2020-2021_30_04_2021 15_41_13
45,46,Báo cáo tài chính Mẹ - Bán niên năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Bán niên 2020 - 2021,10/02/2021 18:43:19,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên năm 2021,./crawl_table/SBT/Báo cáo tài chính riêng Bán niên 2020 - 2021_10_02_2021 18_43_19
46,47,Báo cáo tài chính hợp nhất bán niên năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất bán niên 2020 - 2021,10/02/2021 17:01:49,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất bán niên năm 2021,./crawl_table/SBT/Báo cáo tài chính Hợp nhất bán niên 2020 - 2021_10_02_2021 17_01_49
47,48,Báo cáo tài chính Mẹ - Quý 2/ 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT_Báo cáo tài chính Công ty mẹ Quý 2 - Niên độ 2020-2021,30/01/2021 19:36:24,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 2/ 2021,./crawl_table/SBT/Báo cáo tài chính Mẹ - Quý 2_ 2021_30_01_2021 19_36_24
48,49,Báo cáo tài chính hợp nhất quý 2/ năm 2021,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT_Báo cáo tài chính hợp nhất Quý 2 - Niên độ 2020-2021,29/01/2021 20:23:24,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 2/ năm 2021,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 2_ năm 2021_29_01_2021 20_23_24
49,50,Báo cáo tài chính Riêng quý I/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng quý I năm 2020-2021,29/10/2020 19:17:34,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý I/ 2020,./crawl_table/SBT/Báo cáo tài chính riêng quý I năm 2020-2021_29_10_2020 19_17_34
50,51,Báo cáo tài chính Riêng năm 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng đã kiểm toán niên độ 2019-2020,29/09/2020 19:23:51,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng năm 2020,./crawl_table/SBT/Báo cáo tài chính Riêng năm 2020_29_09_2020 19_23_51
51,52,Báo cáo tài chính Hợp nhất năm 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất niên độ 2019-2020 đã soát xet,29/09/2020 19:20:52,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất năm 2020,./crawl_table/SBT/Báo cáo tài chính Hợp nhất năm 2020_29_09_2020 19_20_52
52,53,Báo cáo tài chính Hợp nhất quý IV/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC Hợp Nhất Quý 4 niên độ 2019-2020,30/07/2020 19:47:21,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý IV/ 2020,./crawl_table/SBT/BCTC Hợp Nhất Quý 4 niên độ 2019-2020_30_07_2020 19_47_21
53,54,Báo cáo tài chính Riêng quý IV/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng _ Q4 _ niên độ 2019-2020,30/07/2020 19:34:48,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý IV/ 2020,./crawl_table/SBT/Báo cáo tài chính riêng _ Q4 _ niên độ 2019-2020_30_07_2020 19_34_48
54,55,Báo cáo tài chính Riêng quý III/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cái tài chính riêng Quý 3 niên độ 2019-2020,29/04/2020 18:30:16,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng quý III/ 2020,./crawl_table/SBT/Báo cái tài chính riêng Quý 3 niên độ 2019-2020_29_04_2020 18_30_16
55,56,Báo cáo tài chính Hợp nhất quý III/ 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,BCTC Hợp Nhất Quý 3 niên độ 2019-2020,29/04/2020 18:26:02,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất quý III/ 2020,./crawl_table/SBT/BCTC Hợp Nhất Quý 3 niên độ 2019-2020_29_04_2020 18_26_02
56,57,Báo cáo tài chính Riêng bán niên 2020,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính bán niên niên độ 2019 - 2020 đã soát xét,17/02/2020 21:25:05,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Riêng bán niên 2020,./crawl_table/SBT/Báo cáo tài chính Riêng bán niên 2020_17_02_2020 21_25_05
