,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
0,1,Báo cáo tài chính Hợp nhất - Quý,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Công bố BCTC hợp nhất Quý I niên độ 2024-2025,30/10/2024 00:00:00,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBT/Công bố BCTC hợp nhất Quý I niên độ 2024-2025_30_10_2024 00_00_00
1,2,Báo cáo tài chính Mẹ - Quý,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Công bố BCTC Quý I niên độ 2024-2025,30/10/2024 00:00:00,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý,./crawl_table/SBT/Công bố BCTC Quý I niên độ 2024-2025_30_10_2024 00_00_00
2,3,Báo cáo tài chính Hợp nhất - Năm,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Công bố báo cáo kiểm toán NĐ 23-24,23/09/2024 00:00:00,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất - Năm,./crawl_table/SBT/Công bố báo cáo kiểm toán NĐ 23-24_23_09_2024 00_00_00
3,4,Báo cáo tài chính hợp nhất quý 4/ năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 4 niên độ 2023-2024,30/07/2024 16:05:18,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 4/ năm 2024,./crawl_table/SBT/Báo cáo tài chính Hợp nhất Quý 4 niên độ 2023-2024_30_07_2024 16_05_18
4,5,Báo cáo tài chính Mẹ - Quý 4/ 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Quý 4 niên độ 2023 - 2024,30/07/2024 16:03:18,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 4/ 2024,./crawl_table/SBT/Báo cáo tài chính Mẹ Quý 4 niên độ 2023 - 2024_30_07_2024 16_03_18
5,6,Báo cáo tài chính Mẹ - Quý 3/ 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Quý 3 niên độ 2023 - 2024,26/04/2024 14:39:30,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3/ 2024,./crawl_table/SBT/Báo cáo tài chính Mẹ Quý 3 niên độ 2023 - 2024_26_04_2024 14_39_30
6,7,Báo cáo tài chính hợp nhất quý 3/ năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 3 niên độ 2023-2024,26/04/2024 14:35:17,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 3/ năm 2024,./crawl_table/SBT/Báo cáo tài chính Hợp nhất Quý 3 niên độ 2023-2024_26_04_2024 14_35_17
7,8,Báo cáo tài chính hợp nhất bán niên năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất - Bán niên - NĐ 2023 -2024,29/02/2024 10:07:32,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất bán niên năm 2024,./crawl_table/SBT/Báo cáo tài chính hợp nhất bán niên năm 2024_29_02_2024 10_07_32
8,9,Báo cáo tài chính Mẹ - Bán niên năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên - NĐ 2023-2024,29/02/2024 09:56:33,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên năm 2024,./crawl_table/SBT/Báo cáo tài chính Mẹ - Bán niên - NĐ 2023-2024_29_02_2024 09_56_33
9,10,Báo cáo tài chính Mẹ - Quý 2/ 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Quý 2 niên độ 2023 - 2024,30/01/2024 15:45:41,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 2/ 2024,./crawl_table/SBT/Báo cáo tài chính Mẹ Quý 2 niên độ 2023 - 2024_30_01_2024 15_45_41
10,11,Báo cáo tài chính hợp nhất quý 2/ năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 2 niên độ 2023-2024,30/01/2024 13:57:10,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 2/ năm 2024,./crawl_table/SBT/Báo cáo tài chính Hợp nhất Quý 2 niên độ 2023-2024_30_01_2024 13_57_10
11,12,Báo cáo tài chính hợp nhất quý 1/ năm 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất Quý 1 niên độ 2023-2024,28/10/2023 11:41:08,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 1/ năm 2024,./crawl_table/SBT/Báo cáo tài chính Hợp nhất Quý 1 niên độ 2023-2024_28_10_2023 11_41_08
12,13,Báo cáo tài chính Mẹ - Quý 1/ 2024,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Quý 1 niên độ 2023 - 2024,28/10/2023 11:39:17,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 1/ 2024,./crawl_table/SBT/Báo cáo tài chính Mẹ Quý 1 niên độ 2023 - 2024_28_10_2023 11_39_17
13,14,Báo cáo tài chính hợp nhất năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất đã kiểm toán niên độ 2022-2023,28/09/2023 14:37:32,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất năm 2023_28_09_2023 14_37_32
14,15,Báo cáo tài chính Mẹ - Năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng đã kiểm toán niên độ 2022-2023,27/09/2023 18:07:42,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Năm 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ - Năm 2023_27_09_2023 18_07_42
15,16,Báo cáo tài chính hợp nhất quý 4/ năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Quý 4 niên độ 2022-2023,30/07/2023 08:15:11,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 4/ năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất Quý 4 niên độ 2022-2023_30_07_2023 08_15_11
16,17,Báo cáo tài chính Mẹ - Quý 4/ 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Quý 4 niên độ 2022 - 2023,30/07/2023 08:11:05,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 4/ 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ Quý 4 niên độ 2022 - 2023_30_07_2023 08_11_05
17,18,Báo cáo tài chính hợp nhất quý 3/ năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Q3 - NĐ 2223,25/04/2023 16:41:52,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 3/ năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất Q3 - NĐ 2223_25_04_2023 16_41_52
18,19,Báo cáo tài chính Mẹ - Quý 3/ 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3/ 2023,25/04/2023 16:32:25,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3/ 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ - Quý 3_ 2023_25_04_2023 16_32_25
19,20,Báo cáo tài chính hợp nhất bán niên năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất - Bán niên - NĐ 2022 -2023,28/02/2023 10:51:20,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất bán niên năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất bán niên năm 2023_28_02_2023 10_51_20
20,21,Báo cáo tài chính Mẹ - Bán niên năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên - NĐ 2022-2023,28/02/2023 10:49:00,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên năm 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ - Bán niên - NĐ 2022-2023_28_02_2023 10_49_00
21,22,Báo cáo tài chính hợp nhất quý 2/ năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Quý 2 - Niên độ 2022-2023,19/01/2023 11:14:37,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 2/ năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 2_ năm 2023_19_01_2023 11_14_37
22,23,Báo cáo tài chính Mẹ - Quý 2/ 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Q2 - niên độ 2022-2023,19/01/2023 11:11:38,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 2/ 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ Q2 - niên độ 2022-2023_19_01_2023 11_11_38
23,24,Báo cáo tài chính hợp nhất quý 1/ năm 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Quý 1 - Niên độ 2022-2023,27/10/2022 09:59:15,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 1/ năm 2023,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 1_ năm 2023_27_10_2022 09_59_15
24,25,Báo cáo tài chính Mẹ - Quý 1/ 2023,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Q1 - niên độ 2022-2023,27/10/2022 09:56:01,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 1/ 2023,./crawl_table/SBT/Báo cáo tài chính Mẹ Q1 - niên độ 2022-2023_27_10_2022 09_56_01
25,26,Báo cáo tài chính hợp nhất năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất đã kiểm toán niên độ 2021-2022,28/09/2022 21:05:36,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất năm 2022,./crawl_table/SBT/Báo cáo tài chính hợp nhất năm 2022_28_09_2022 21_05_36
26,27,Báo cáo tài chính Mẹ - Năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng đã kiểm toán niên độ 2021-2022,28/09/2022 20:24:37,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Năm 2022,./crawl_table/SBT/Báo cáo tài chính Mẹ - Năm 2022_28_09_2022 20_24_37
27,28,Báo cáo tài chính Mẹ - Quý 4/ 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ Q4 - niên độ 2021-2022,28/07/2022 20:22:56,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 4/ 2022,./crawl_table/SBT/Báo cáo tài chính Mẹ Q4 - niên độ 2021-2022_28_07_2022 20_22_56
28,29,Báo cáo tài chính hợp nhất quý 4/ năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất Quý 4 - Niên độ 2021-2022,28/07/2022 14:05:55,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 4/ năm 2022,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 4_ năm 2022_28_07_2022 14_05_55
29,30,Báo cáo tài chính hợp nhất quý 3/ năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất - Quý 3 năm 2022,29/04/2022 20:23:27,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 3/ năm 2022,./crawl_table/SBT/Báo cáo tài chính hợp nhất - Quý 3 năm 2022_29_04_2022 20_23_27
30,31,Báo cáo tài chính Mẹ - Quý 3/ 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3 năm 2022,29/04/2022 20:22:19,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 3/ 2022,./crawl_table/SBT/Báo cáo tài chính Mẹ - Quý 3 năm 2022_29_04_2022 20_22_19
31,32,Báo cáo tài chính hợp nhất bán niên năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Hợp nhất bán niên 2021-2022,03/03/2022 22:26:39,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất bán niên năm 2022,./crawl_table/SBT/Báo cáo tài chính Hợp nhất bán niên 2021-2022_03_03_2022 22_26_39
32,33,Báo cáo tài chính Mẹ - Bán niên năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính riêng Bán niên 2021-2022,02/03/2022 17:41:18,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Bán niên năm 2022,./crawl_table/SBT/Báo cáo tài chính riêng Bán niên 2021-2022_02_03_2022 17_41_18
33,34,Báo cáo tài chính hợp nhất quý 2/ năm 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT_Báo cáo tài chính Hợp Nhất Quý 2 - Niên độ 2021-2022,29/01/2022 17:18:15,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính hợp nhất quý 2/ năm 2022,./crawl_table/SBT/Báo cáo tài chính hợp nhất quý 2_ năm 2022_29_01_2022 17_18_15
34,35,Báo cáo tài chính Mẹ - Quý 2/ 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,SBT_Báo cáo tài chính Công ty Mẹ Quý 2 - Niên độ 2021-2022,29/01/2022 15:36:18,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 2/ 2022,./crawl_table/SBT/Báo cáo tài chính Mẹ - Quý 2_ 2022_29_01_2022 15_36_18
35,36,Báo cáo tài chính Mẹ - Quý 1/ 2022,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo Cáo Tài Chính Quý 1 ND21-22 Công Ty Mẹ,30/10/2021 18:23:12,3900244389,CÔNG TY CỔ PHẦN THÀNH THÀNH CÔNG - BIÊN HÒA,Báo cáo tài chính Mẹ - Quý 1/ 2022,./crawl_table/SBT/Báo Cáo Tài Chính Quý 1 ND21-22 Công Ty Mẹ_30_10_2021 18_23_12
