Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"12,923,457,051,438","10,884,713,247,355",,
2. Các khoản giảm trừ doanh thu,02,,"34,774,449,661","28,100,847,211",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"12,888,682,601,777","10,856,612,400,144",,
4. Giá vốn hàng bán,11,,"11,434,141,815,578","9,984,924,715,250",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"1,454,540,786,199","871,687,684,894",,
6. Doanh thu hoạt động tài chính,21,,"730,201,665,535","1,110,636,362,737",,
7. Chi phí tài chính,22,,"853,865,883,976","823,392,731,847",,
- Trong đó: Chi phí lãi vay,23,,"685,620,883,846","705,491,023,191",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"18,736,282,164","7,221,968,308",,
9. Chi phí bán hàng,25,,"446,086,303,998","400,439,326,380",,
10. Chi phí quản lý doanh nghiệp,26,,"381,565,980,379","447,127,107,682",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"521,960,565,545","318,586,850,030",,
12. Thu nhập khác,31,,"48,566,222,616","143,368,375,466",,
13. Chi phí khác,32,,"58,167,071,012","40,171,279,603",,
14. Lợi nhuận khác(40=31-32),40,,"-9,600,848,396","103,197,095,863",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"512,359,717,149","421,783,945,893",,
16. Chi phí thuế TNDN hiện hành,51,,"136,720,597,833","158,028,686,431",,
17. Chi phí thuế TNDN hoãn lại,52,,"12,719,302,684","4,462,592,400",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"362,919,816,632","259,292,667,062",,
19. Lợi nhuận sau thuế công ty mẹ,61,,"364,259,001,778","268,425,858,779",,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-1,339,185,146","-9,133,191,717",,
21. Lãi cơ bản trên cổ phiếu(*),70,,595,511,,
22. Lãi suy giảm trên cổ phiếu (*),71,,581,511,,
