Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"14,940,490,283,184","12,923,457,051,438",,
2. Các khoản giảm trừ doanh thu,02,,"15,622,657,469","34,774,449,661",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"14,924,867,625,715","12,888,682,601,777",,
4. Giá vốn hàng bán,11,,"12,708,943,157,204","11,434,141,815,578",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"2,215,924,468,511","1,454,540,786,199",,
6. Doanh thu hoạt động tài chính,21,,"498,576,913,809","730,201,665,535",,
7. Chi phí tài chính,22,,"853,002,037,811","853,865,883,976",,
- Trong đó: Chi phí lãi vay,23,,"691,890,712,661","685,620,883,846",,
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"22,966,160,615","18,736,282,164",,
9. Chi phí bán hàng,25,,"532,041,650,804","446,086,303,998",,
10. Chi phí quản lý doanh nghiệp,26,,"561,053,555,001","381,565,980,379",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"791,370,299,319","521,960,565,545",,
12. Thu nhập khác,31,,"47,695,259,333","48,566,222,616",,
13. Chi phí khác,32,,"55,465,608,618","58,167,071,012",,
14. Lợi nhuận khác(40=31-32),40,,"-7,770,349,285","-9,600,848,396",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"783,599,950,034","512,359,717,149",,
16. Chi phí thuế TNDN hiện hành,51,,"151,576,778,257","136,720,597,833",,
17. Chi phí thuế TNDN hoãn lại,52,,"-18,345,283,288","12,719,302,684",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"650,368,455,065","362,919,816,632",,
19. Lợi nhuận sau thuế công ty mẹ,61,,"645,041,044,359","364,259,001,778",,
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"5,327,410,706","-1,339,185,146",,
21. Lãi cơ bản trên cổ phiếu(*),70,,932,531,,
22. Lãi suy giảm trên cổ phiếu (*),71,,906,519,,
