Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"5,721,411,106,007","3,534,409,387,112","17,981,986,828,630","12,857,043,885,258"
2. Các khoản giảm trừ doanh thu,02,,"11,222,874,518","18,478,400,249","35,701,455,399","39,610,099,940"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"5,710,188,231,489","3,515,930,986,863","17,946,285,373,231","12,817,433,785,318"
4. Giá vốn hàng bán,11,,"5,050,860,234,477","2,904,429,079,711","16,091,104,947,542","11,041,306,581,671"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"659,327,997,012","611,501,907,152","1,855,180,425,689","1,776,127,203,647"
6. Doanh thu hoạt động tài chính,21,,"304,855,395,028","168,337,960,257","857,306,036,304","841,615,526,548"
7. Chi phí tài chính,22,,"502,482,007,295","236,583,932,978","1,205,218,637,698","704,203,470,169"
- Trong đó: Chi phí lãi vay,23,,"358,958,808,114","183,208,186,179","920,674,523,917","564,025,662,768"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"-11,189,992,455","5,971,064,351","-15,886,388,598","14,069,536,108"
9. Chi phí bán hàng,25,,"155,136,796,463","153,821,552,745","472,630,642,329","484,790,215,778"
10. Chi phí quản lý doanh nghiệp,26,,"164,430,209,191","155,922,541,683","443,662,078,663","474,681,277,077"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"130,944,386,636","239,482,904,354","575,088,714,705","968,137,303,279"
12. Thu nhập khác,31,,"29,409,054,921","9,135,714,930","74,697,511,265","40,572,397,391"
13. Chi phí khác,32,,"7,922,526,423","27,135,915,748","65,024,628,940","207,271,601,052"
14. Lợi nhuận khác(40=31-32),40,,"21,486,528,498","-18,000,200,818","9,672,882,325","-166,699,203,661"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"152,430,915,134","221,482,703,536","584,761,597,030","801,438,099,618"
16. Chi phí thuế TNDN hiện hành,51,,"4,030,682,662","27,011,142,064","54,438,891,692","171,660,714,690"
17. Chi phí thuế TNDN hoãn lại,52,,"-4,487,342,623","-12,285,227,286","-2,854,276,276","-17,729,180,613"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"152,887,575,095","206,756,788,758","533,176,981,614","647,506,565,541"
19. Lợi nhuận sau thuế công ty mẹ,61,,"149,389,092,836","205,187,896,328","470,538,470,764","661,648,362,631"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"3,498,482,259","1,568,892,433","62,638,510,850","-14,141,797,087"
21. Lãi cơ bản trên cổ phiếu(*),70,,212,314,668,960
22. Lãi suy giảm trên cổ phiếu (*),71,,183,276,579,839
