Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"9,502,228,615,210","6,845,658,326,605","29,075,734,431,533","24,827,645,155,235"
2. Các khoản giảm trừ doanh thu,02,,"11,773,557,440","48,830,272,724","40,842,902,168","84,531,728,123"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"9,490,455,057,770","6,796,828,053,881","29,034,891,529,365","24,743,113,427,112"
4. Giá vốn hàng bán,11,,"8,584,241,612,719","5,931,147,690,235","25,916,239,346,634","22,022,252,637,777"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"906,213,445,051","865,680,363,646","3,118,652,182,731","2,720,860,789,335"
6. Doanh thu hoạt động tài chính,21,,"279,608,486,272","242,183,582,258","1,407,743,079,741","1,099,489,618,562"
7. Chi phí tài chính,22,,"516,866,696,204","574,749,408,817","2,134,279,948,182","1,779,968,046,515"
- Trong đó: Chi phí lãi vay,23,,"409,839,133,413","531,472,333,843","1,713,862,808,091","1,498,900,145,403"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"-5,756,394,661","-13,541,829,758","175,131,589","-29,428,218,356"
9. Chi phí bán hàng,25,,"164,335,959,675","165,174,301,765","708,524,561,396","637,804,944,094"
10. Chi phí quản lý doanh nghiệp,26,,"273,703,090,164","194,035,751,117","771,686,640,270","637,697,829,780"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"225,159,790,619","160,362,654,447","912,079,244,213","735,451,369,152"
12. Thu nhập khác,31,,"26,322,306,396","-6,379,010,326","102,608,765,402","68,318,500,939"
13. Chi phí khác,32,,"27,881,046,373","20,136,236,411","109,172,477,900","85,160,865,351"
14. Lợi nhuận khác(40=31-32),40,,"-1,558,739,977","-26,515,246,737","-6,563,712,498","-16,842,364,412"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"223,601,050,642","133,847,407,710","905,515,531,715","718,609,004,740"
16. Chi phí thuế TNDN hiện hành,51,,"21,509,628,221","70,709,335,886","130,395,631,734","125,148,227,578"
17. Chi phí thuế TNDN hoãn lại,52,,"-11,616,077,394","-8,329,880,974","-20,410,184,187","-11,184,157,250"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"213,707,499,815","71,467,952,798","795,530,084,168","604,644,934,412"
19. Lợi nhuận sau thuế công ty mẹ,61,,"180,305,334,080","66,672,792,232","733,513,326,358","537,211,262,996"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"33,402,165,735","4,795,160,566","62,016,757,810","67,433,671,416"
21. Lãi cơ bản trên cổ phiếu(*),70,,200,58,816,543
22. Lãi suy giảm trên cổ phiếu (*),71,,200,58,816,543
