Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"6,832,179,509,327","6,375,572,129,283","6,832,179,509,327","6,375,572,129,283"
2. Các khoản giảm trừ doanh thu,02,,"-10,470,016,329","-9,073,623,232","-10,470,016,329","-9,073,623,232"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"6,821,709,492,998","6,366,498,506,051","6,821,709,492,998","6,366,498,506,051"
4. Giá vốn hàng bán,11,,"-5,980,831,365,207","-5,669,628,475,579","-5,980,831,365,207","-5,669,628,475,579"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"840,878,127,791","696,870,030,472","840,878,127,791","696,870,030,472"
6. Doanh thu hoạt động tài chính,21,,"319,345,635,744","413,200,027,709","319,345,635,744","413,200,027,709"
7. Chi phí tài chính,22,,"-531,567,571,517","-538,284,649,991","-531,567,571,517","-538,284,649,991"
- Trong đó: Chi phí lãi vay,23,,"-388,755,713,911","-444,204,003,205","-388,755,713,911","-444,204,003,205"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"1,180,294,634","-24,803,846,716","1,180,294,634","-24,803,846,716"
9. Chi phí bán hàng,25,,"-164,307,770,455","-152,452,552,574","-164,307,770,455","-152,452,552,574"
10. Chi phí quản lý doanh nghiệp,26,,"-186,172,700,973","-139,433,917,536","-186,172,700,973","-139,433,917,536"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"279,356,015,224","255,095,091,364","279,356,015,224","255,095,091,364"
12. Thu nhập khác,31,,"12,582,203,878","15,613,573,157","12,582,203,878","15,613,573,157"
13. Chi phí khác,32,,"-27,044,397,797","-17,888,415,940","-27,044,397,797","-17,888,415,940"
14. Lợi nhuận khác(40=31-32),40,,"-14,462,193,919","-2,274,842,783","-14,462,193,919","-2,274,842,783"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"264,893,821,305","252,820,248,581","264,893,821,305","252,820,248,581"
16. Chi phí thuế TNDN hiện hành,51,,"-30,940,077,995","-32,453,839,323","-30,940,077,995","-32,453,839,323"
17. Chi phí thuế TNDN hoãn lại,52,,"-6,118,627,255","-3,501,859,801","-6,118,627,255","-3,501,859,801"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"227,835,116,055","216,864,549,457","227,835,116,055","216,864,549,457"
19. Lợi nhuận sau thuế công ty mẹ,61,,"217,204,989,499","194,787,957,703","217,204,989,499","194,787,957,703"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"10,630,126,556","22,076,591,754","10,630,126,556","22,076,591,754"
21. Lãi cơ bản trên cổ phiếu(*),70,,246,245,246,245
22. Lãi suy giảm trên cổ phiếu (*),71,,246,245,246,245
