Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"3,087,393,289,106","3,138,269,029,340","6,271,348,138,633","5,664,075,592,337"
2. Các khoản giảm trừ doanh thu,02,,"6,698,039,328","3,336,293,087","9,967,511,031","5,804,662,399"
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"3,080,695,249,778","3,134,932,736,253","6,261,380,627,602","5,658,270,929,938"
4. Giá vốn hàng bán,11,,"2,894,193,984,709","2,986,367,091,743","5,911,169,593,913","5,368,680,347,107"
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"186,501,265,069","148,565,644,510","350,211,033,689","289,590,582,831"
6. Doanh thu hoạt động tài chính,21,,"354,963,434,614","243,461,707,917","528,029,930,600","463,175,208,370"
7. Chi phí tài chính,22,,"218,430,031,137","259,166,860,605","383,061,270,760","425,975,313,084"
- Trong đó: Chi phí lãi vay,23,,"184,098,878,453","189,684,866,142","328,389,171,415","349,085,558,661"
"8. Phần lãi lỗ trong công ty liên doanh, liên kết",24,,"-6,213,192,882","948,485,032","-6,213,192,882","2,299,022,550"
9. Chi phí bán hàng,25,,"119,563,969,721","105,148,628,505","192,390,789,020","179,506,636,503"
10. Chi phí quản lý doanh nghiệp,26,,"150,447,955,746","109,600,451,195","208,515,514,311","185,539,732,479"
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"46,809,550,197","-80,940,102,846","88,060,197,316","-35,956,868,315"
12. Thu nhập khác,31,,"26,593,002,493","118,506,563,329","33,199,467,628","123,524,850,531"
13. Chi phí khác,32,,"21,525,475,841","15,941,267,883","25,100,954,986","23,708,743,396"
14. Lợi nhuận khác(40=31-32),40,,"5,067,526,652","102,565,295,446","8,098,512,642","99,816,107,135"
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"51,877,076,849","21,625,192,600","96,158,709,958","63,859,238,820"
16. Chi phí thuế TNDN hiện hành,51,,"44,882,449,372","63,971,793,673","57,447,496,752","70,904,295,317"
17. Chi phí thuế TNDN hoãn lại,52,,"-2,228,032,516","-7,725,667,321","-6,092,499,797","-9,125,285,965"
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"9,222,659,993","-34,620,933,752","44,803,713,003","2,080,229,468"
19. Lợi nhuận sau thuế công ty mẹ,61,,"12,191,195,514","-33,699,252,874","50,003,685,392","4,203,696,543"
20. Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"-2,968,535,521","-921,680,877","-5,199,972,388","-2,123,467,075"
21. Lãi cơ bản trên cổ phiếu(*),70,,4,-322,72,7
22. Lãi suy giảm trên cổ phiếu (*),71,,4,-322,70,6
