,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
0,1,Báo cáo tài chính quý 3/ 2024,Công ty Cổ phần Cao su Sông Bé, ,23/10/2024 00:00:00,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính quý 3/ 2024,./crawl_table/SBR/Báo cáo tài chính quý 3_ 2024_23_10_2024 00_00_00
1,2,Báo cáo tài chính bán niên 2024,Công ty Cổ phần Cao su Sông Bé, ,14/08/2024 00:00:00,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính bán niên 2024,./crawl_table/SBR/Báo cáo tài chính bán niên 2024_14_08_2024 00_00_00
2,3,Báo cáo tài chính quý 2/ 2024,Công ty Cổ phần Cao su Sông Bé, ,18/07/2024 00:00:00,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính quý 2/ 2024,./crawl_table/SBR/Báo cáo tài chính quý 2_ 2024_18_07_2024 00_00_00
3,4,Báo cáo tài chính quý 1/ 2024,Công ty Cổ phần Cao su Sông Bé, ,19/04/2024 00:00:00,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính quý 1/ 2024,./crawl_table/SBR/Báo cáo tài chính quý 1_ 2024_19_04_2024 00_00_00
4,5,Báo cáo tài chính năm 2023,Công ty Cổ phần Cao su Sông Bé, ,27/03/2024 00:00:00,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính năm 2023,./crawl_table/SBR/Báo cáo tài chính năm 2023_27_03_2024 00_00_00
5,6,Báo cáo tài chính Tổng hợp - Quý 4/ năm 2023,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé công bố thông tin Báo cáo tài chính quý 4 năm 2023,18/01/2024 13:26:02,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý 4/ năm 2023,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý 4_ năm 2023_18_01_2024 13_26_02
6,7,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông BéCBTT Báo cáo tài chính quý 3 năm 2023,18/10/2023 10:20:21,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý_18_10_2023 10_20_21
7,8,Báo cáo tài chính Tổng hợp bán niên năm 2023,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé CBTT Báo cáo tài chính bán niên đã kiểm toán,14/08/2023 15:56:26,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp bán niên năm 2023,./crawl_table/SBR/Báo cáo tài chính Tổng hợp bán niên năm 2023_14_08_2023 15_56_26
8,9,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,Công ty cổ phần cao su Sông Bé công bố thông tin Báo cáo tài chính quý 2 năm 2023,18/07/2023 15:03:15,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý_18_07_2023 15_03_15
9,10,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé CBTT báo cáo tài chính quý 1 năm 2023,18/04/2023 10:24:58,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý_18_04_2023 10_24_58
10,11,Báo cáo tài chính Tổng hợp - Năm,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé CBTT Báo cáo kiểm toán BCTC năm 2022,07/03/2023 08:57:25,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Năm_07_03_2023 08_57_25
11,12,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé CBTT Báo cáo tài chính quý 4 năm 2022,17/01/2023 13:35:08,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý_17_01_2023 13_35_08
12,13,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,Công ty CP Cao su Sông Bé công bố thông tin Báo cáo tài chính quý 3 năm 2022,18/10/2022 09:46:26,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý_18_10_2022 09_46_26
13,14,Báo cáo tài chính Tổng hợp - Bán niên,Công ty Cổ phần Cao su Sông Bé,Báo cáo bán niên năm 2022,16/08/2022 19:06:33,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SBR/Báo cáo bán niên năm 2022_16_08_2022 19_06_33
14,15,Báo cáo tài chính Tổng hợp - Quý 2/ năm 2022,Công ty Cổ phần Cao su Sông Bé,SBR - Công bố thông tin Báo cáo tài chính quý 2 năm 2022,20/07/2022 15:40:37,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý 2/ năm 2022,./crawl_table/SBR/Báo cáo tài chính Tổng hợp - Quý 2_ năm 2022_20_07_2022 15_40_37
15,16,Báo cáo tài chính Tổng hợp - Quý,Công ty Cổ phần Cao su Sông Bé,CBTT báo cáo tài chính quý 1 2022,20/04/2022 09:33:52,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBR/CBTT báo cáo tài chính quý 1 2022_20_04_2022 09_33_52
16,17,Báo cáo tài chính tổng hợp năm 2021,Công ty Cổ phần Cao su Sông Bé,Công bố thông tin báo cáo tài chính đã kiểm toán năm 2021 của Công ty Cổ phần Cao su Sông Bé,24/03/2022 08:22:01,3800100464,Công ty Cổ phần Cao su Sông Bé,Báo cáo tài chính tổng hợp năm 2021,./crawl_table/SBR/Báo cáo tài chính tổng hợp năm 2021_24_03_2022 08_22_01
