,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
0,1,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2024,29/10/2024 00:00:00,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2024_29_10_2024 00_00_00
1,2,Báo cáo tài chính Tổng hợp - Bán niên,CTCP Xây dựng số 5,Báo cáo tài chính bán niên năm 2024 đã soát xét,12/09/2024 00:00:00,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SC5/Báo cáo tài chính bán niên năm 2024 đã soát xét_12_09_2024 00_00_00
2,3,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2024,26/07/2024 09:54:16,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2024_26_07_2024 09_54_16
3,4,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2024,25/04/2024 15:40:42,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2024_25_04_2024 15_40_42
4,5,Báo cáo tài chính Tổng hợp - Năm,CTCP Xây dựng số 5,Báo cáo tài chính năm 2023 đã được kiểm toán,15/03/2024 16:28:33,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SC5/Báo cáo tài chính năm 2023 đã được kiểm toán_15_03_2024 16_28_33
5,6,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2023,23/01/2024 10:07:26,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2023_23_01_2024 10_07_26
6,7,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2023,23/10/2023 17:31:52,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2023_23_10_2023 17_31_52
7,8,Báo cáo tài chính Tổng hợp - Bán niên,CTCP Xây dựng số 5,Báo cáo tài chính đã được soát xét bán niên năm 2023,15/08/2023 16:40:29,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SC5/Báo cáo tài chính Tổng hợp - Bán niên_15_08_2023 16_40_29
8,9,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2023,21/07/2023 17:23:54,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2023_21_07_2023 17_23_54
9,10,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2023,24/04/2023 14:09:04,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2023_24_04_2023 14_09_04
10,11,Báo cáo tài chính Tổng hợp - Năm,CTCP Xây dựng số 5,Báo cáo tài chính kiểm toán năm 2022,07/03/2023 13:32:51,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SC5/Báo cáo tài chính kiểm toán năm 2022_07_03_2023 13_32_51
11,12,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2022,20/01/2023 08:47:42,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2022_20_01_2023 08_47_42
12,13,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2022,19/10/2022 15:27:52,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2022_19_10_2022 15_27_52
13,14,Báo cáo tài chính Tổng hợp - Bán niên,CTCP Xây dựng số 5,Báo cáo tài chính giữa niên độ đã được soát xét cho giai đoạn 06 tháng đầu năm 2022,11/08/2022 15:50:03,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SC5/Báo cáo tài chính Tổng hợp - Bán niên_11_08_2022 15_50_03
14,15,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2022,19/07/2022 20:42:10,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2022_19_07_2022 20_42_10
15,16,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2022,20/04/2022 12:31:50,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2022_20_04_2022 12_31_50
16,17,Báo cáo tài chính Tổng hợp - Năm,CTCP Xây dựng số 5,Báo cáo tài chính kiểm toán năm 2021,15/03/2022 08:08:26,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SC5/Báo cáo tài chính kiểm toán năm 2021_15_03_2022 08_08_26
17,18,Báo cáo tài chính Tổng hợp - Quý 4/ năm 2021,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2021,20/01/2022 13:28:07,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý 4/ năm 2021,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2021_20_01_2022 13_28_07
18,19,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2021,20/10/2021 11:37:51,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2021_20_10_2021 11_37_51
19,20,Báo cáo tài chính Tổng hợp - Bán niên,CTCP Xây dựng số 5,Báo cáo tài chính đã được soát xét 6 tháng đầu năm 2021,06/08/2021 08:36:12,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SC5/Báo cáo tài chính Tổng hợp - Bán niên_06_08_2021 08_36_12
20,21,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2021,16/07/2021 10:23:48,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2021_16_07_2021 10_23_48
21,22,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2021,19/04/2021 15:50:44,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2021_19_04_2021 15_50_44
22,23,Báo cáo tài chính Tổng hợp - Năm,CTCP Xây dựng số 5,Báo cáo tài chính kiểm toán năm 2020,08/03/2021 09:14:51,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SC5/Báo cáo tài chính kiểm toán năm 2020_08_03_2021 09_14_51
23,24,Báo cáo tài chính Tổng hợp - Quý,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2020,20/01/2021 09:50:45,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2020_20_01_2021 09_50_45
24,25,Báo cáo tài chính Tổng hợp quý III/ 2020,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2020,19/10/2020 10:26:05,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý III/ 2020,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2020_19_10_2020 10_26_05
25,26,Báo cáo tài chính Tổng hợp bán niên 2020,CTCP Xây dựng số 5,Báo cáo tài chính soát xét bán niên năm 2020,12/08/2020 10:11:04,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp bán niên 2020,./crawl_table/SC5/Báo cáo tài chính soát xét bán niên năm 2020_12_08_2020 10_11_04
26,27,Báo cáo tài chính Tổng hợp quý II/ 2020,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2020,20/07/2020 11:44:08,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý II/ 2020,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2020_20_07_2020 11_44_08
27,28,Báo cáo tài chính Tổng hợp quý I/ 2020,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2020,17/04/2020 17:09:21,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý I/ 2020,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2020_17_04_2020 17_09_21
28,29,Báo cáo tài chính Tổng hợp năm 2019,CTCP Xây dựng số 5,Báo cáo tài chính đã được kiểm toán năm 2019,25/03/2020 14:48:15,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp năm 2019,./crawl_table/SC5/Báo cáo tài chính đã được kiểm toán năm 2019_25_03_2020 14_48_15
29,30,Báo cáo tài chính Tổng hợp quý IV/ 2019,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2019,17/01/2020 15:31:12,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý IV/ 2019,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2019_17_01_2020 15_31_12
30,31,Báo cáo tài chính Tổng hợp quý III/ 2019,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2019,18/10/2019 10:07:25,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý III/ 2019,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2019_18_10_2019 10_07_25
31,32,Báo cáo tài chính Tổng hợp bán niên 2019,CTCP Xây dựng số 5,Báo cáo tài chính soát xét bán niên năm 2019,14/08/2019 16:33:18,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp bán niên 2019,./crawl_table/SC5/Báo cáo tài chính soát xét bán niên năm 2019_14_08_2019 16_33_18
32,33,Báo cáo tài chính Tổng hợp quý II/ 2019,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2019,22/07/2019 10:34:08,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý II/ 2019,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2019_22_07_2019 10_34_08
33,34,Báo cáo tài chính Tổng hợp quý IV/ 2018,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2018,18/01/2019 13:07:49,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý IV/ 2018,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2018_18_01_2019 13_07_49
34,35,Báo cáo tài chính Tổng hợp quý III/ 2018,CTCP Xây dựng số 5,Báo cáo tài chính quý 3 năm 2018,19/10/2018 15:26:56,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý III/ 2018,./crawl_table/SC5/Báo cáo tài chính quý 3 năm 2018_19_10_2018 15_26_56
35,36,Báo cáo tài chính Tổng hợp bán niên 2018,CTCP Xây dựng số 5,SC5- Báo cáo tài chính soát xét 6 tháng năm 2018,14/08/2018 09:35:56,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp bán niên 2018,./crawl_table/SC5/SC5- Báo cáo tài chính soát xét 6 tháng năm 2018_14_08_2018 09_35_56
36,37,Báo cáo tài chính Tổng hợp quý II/ 2018,CTCP Xây dựng số 5,Báo cáo tài chính quý 2 năm 2018,18/07/2018 15:59:19,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý II/ 2018,./crawl_table/SC5/Báo cáo tài chính quý 2 năm 2018_18_07_2018 15_59_19
37,38,Báo cáo tài chính Tổng hợp quý I/ 2018,CTCP Xây dựng số 5,Báo cáo tài chính quý 1 năm 2018,20/04/2018 15:32:11,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý I/ 2018,./crawl_table/SC5/Báo cáo tài chính quý 1 năm 2018_20_04_2018 15_32_11
38,39,Báo cáo tài chính Tổng hợp năm 2017,CTCP Xây dựng số 5,Theo ý kiến của chúng tôi, Báo cáo tài chính kèm theo đã phản ánh trung thực và hợp lý,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp năm 2017,./crawl_table/SC5/Theo ý kiến của chúng tôi_ Báo cáo tài chính kèm theo đã phản ánh trung thực và hợp lý
39,40,Báo cáo tài chính Tổng hợp quý IV/ 2017,CTCP Xây dựng số 5,Báo cáo tài chính quý 4 năm 2017,19/01/2018 15:53:15,0300378152,CTCP Xây dựng số 5,Báo cáo tài chính Tổng hợp quý IV/ 2017,./crawl_table/SC5/Báo cáo tài chính quý 4 năm 2017_19_01_2018 15_53_15
