Chỉ tiêu,Mã số,Thuyết minh,Kỳ này Năm nay,Kỳ này Năm trước,Lũy kế từ đầu năm đến cuối kỳ này Năm nay,Lũy kế từ đầu năm đến cuối kỳ này Năm trước
1. Doanh thu bán hàng và cung cấp dịch vụ,01,,"3,620,250,165,315","1,587,326,810,967",,
2. Các khoản giảm trừ doanh thu,02,,"4,109,942,655","4,860,258,624",,
3. Doanh thu thuần về bán hàng và cung cấp dịch vụ (10 = 01 - 02),10,,"3,616,140,222,660","1,582,466,552,343",,
4. Giá vốn hàng bán,11,,"3,298,510,974,850","1,357,807,046,315",,
5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ(20=10-11),20,,"317,629,247,810","224,659,506,028",,
6. Doanh thu hoạt động tài chính,21,,"19,077,567,533","18,388,280,449",,
7. Chi phí tài chính,22,,"85,978,741,656","43,940,104,693",,
- Trong đó: Chi phí lãi vay,23,,"69,000,188,420","34,580,634,954",,
"8. Phần Lãi lỗ trong công ty liên doanh, liên kết",24,,0,"24,288,655,000",,
9. Chi phí bán hàng,25,,"65,299,716,317","30,427,294,161",,
10. Chi phí quản lý doanh nghiệp,26,,"56,183,800,245","36,672,598,080",,
11. Lợi nhuận thuần từ hoạt động kinh doanh{30=20+(21-22) + 24 - (25+26)},30,,"129,244,557,125","156,296,444,543",,
12. Thu nhập khác,31,,"3,117,574,975","804,435,203",,
13. Chi phí khác,32,,"11,816,399","436,554,209",,
14. Lợi nhuận khác(40=31-32),40,,"3,105,758,576","367,880,994",,
15. Tổng lợi nhuận kế toán trước thuế(50=30+40),50,,"132,350,315,701","156,664,325,537",,
16. Chi phí thuế TNDN hiện hành,51,,"21,934,089,240","36,044,095,327",,
17. Chi phí thuế TNDN hoãn lại,52,,"-296,552,798","44,537,298",,
18. Lợi nhuận sau thuế thu nhập doanh nghiệp(60=50-51-52),60,,"110,712,779,259","120,575,692,912",,
19. Lợi nhuận sau thuế của công ty mẹ,61,,"85,851,384,185,815","106,023,981,790",,
20.Lợi nhuận sau thuế công ty mẹ không kiểm soát,62,,"24,861,395,073","14,551,711,122",,
21. Lãi cơ bản trên cổ phiếu(*),70,,699,"1,689",,
22. Lãi suy giảm trên cổ phiếu (*),71,,699,"1,551",,
