,STT,Tên báo cáo,Đơn vị,Trích yếu,Thời gian gửi,Mã doanh nghiệp,Tên công ty,Tiêu đề,Saving_path
18,19,Báo cáo tài chính Hợp nhất - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC HN quý 1 2023 và giải trình,28/04/2023 16:32:37,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Quý_28_04_2023 16_32_37
19,20,Báo cáo tài chính Tổng hợp - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC tổng hợp quý 1 2023 và giải trình,28/04/2023 16:24:17,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Quý_28_04_2023 16_24_17
20,21,Báo cáo tài chính Tổng hợp - Năm,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers Vn công bố BCTC tổng hợp kiểm toán 2022,31/03/2023 17:59:57,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Năm_31_03_2023 17_59_57
21,22,Báo cáo tài chính Hợp nhất - Năm,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers Vn công bố BCTC kiểm toán năm 2022,31/03/2023 16:50:54,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Năm,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Năm_31_03_2023 16_50_54
22,23,Báo cáo tài chính Tổng hợp - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố báo cáo tài chính tổng hợp quý 4 2022,30/01/2023 12:51:45,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Quý_30_01_2023 12_51_45
23,24,Báo cáo tài chính Hợp nhất - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố báo cáo tài chính hợp nhất quý 4 2022,30/01/2023 12:04:52,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Quý_30_01_2023 12_04_52
24,25,Báo cáo tài chính Hợp nhất - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC hợp nhất quý 3 2022,28/10/2022 16:06:47,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Quý_28_10_2022 16_06_47
25,26,Báo cáo tài chính Tổng hợp - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC tổng hợp quý 3 2022,28/10/2022 15:22:52,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Quý_28_10_2022 15_22_52
26,27,Báo cáo tài chính hợp nhất bán niên năm 2022,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC hợp nhất bán niên 2022,29/08/2022 16:24:24,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính hợp nhất bán niên năm 2022,./crawl_table/SBV/Báo cáo tài chính hợp nhất bán niên năm 2022_29_08_2022 16_24_24
27,28,Báo cáo tài chính Tổng hợp - Bán niên,CTCP Siam Brothers Việt Nam,Công ty Cp Siam Brothers VN công bố BCTC tổng hợp bán niên 2022,29/08/2022 16:02:02,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Bán niên,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Bán niên_29_08_2022 16_02_02
28,29,Báo cáo tài chính Hợp nhất - Quý,CTCP Siam Brothers Việt Nam,Công ty Cp Siam brothers Vn công bố BCTC HN quý 2 2022,29/07/2022 12:19:25,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Quý_29_07_2022 12_19_25
29,30,Báo cáo tài chính Tổng hợp - Quý,CTCP Siam Brothers Việt Nam,Công ty Cp Siam Brothers VN công bố BCTC tổng hợp quý 2 2022,29/07/2022 11:32:19,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Quý_29_07_2022 11_32_19
30,31,Báo cáo tài chính Hợp nhất - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam brothers VN công bố BCTC HN quý 1 2022,27/04/2022 16:21:52,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Hợp nhất - Quý,./crawl_table/SBV/Báo cáo tài chính Hợp nhất - Quý_27_04_2022 16_21_52
31,32,Báo cáo tài chính Tổng hợp - Quý,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC tổng hợp quý 1 2022,27/04/2022 15:56:57,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Quý,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Quý_27_04_2022 15_56_57
32,33,Báo cáo tài chính Tổng hợp - Năm,CTCP Siam Brothers Việt Nam,Công ty CP Siam Brothers VN công bố BCTC Tổng hợp kiểm toán 2021,30/03/2022 22:48:46,0300812161,CTCP Siam Brothers Việt Nam,Báo cáo tài chính Tổng hợp - Năm,./crawl_table/SBV/Báo cáo tài chính Tổng hợp - Năm_30_03_2022 22_48_46
